smiles,pKa,marvin_pKa,marvin_atom,marvin_pKa_type,original_dataset,ID
O=C([O-])Cc1cccc2c(-c3ccccc3)cccc12,6.7,4.85,19,acidic,['chembl25'],14632934
O=C([O-])Cc1cccc2cc(-c3ccccc3)ccc12,6.9,4.75,19,acidic,['chembl25'],14632935
O=C([O-])Cc1cccc2ccc(-c3ccccc3)cc12,6.9,4.83,19,acidic,['chembl25'],14632936
O=C([O-])Cc1cccc2ccccc12,4.24,4.75,13,acidic,['datawarrior'],2329
O=C([O-])Cc1cccc2oc(-c3ccc(Cl)cc3)nc12,6.1,4.66,19,acidic,['chembl25'],14680847
O=C([O-])Cc1cccc2oc(-c3ccccc3)nc12,6.3,4.84,18,acidic,['chembl25'],14680846
O=C([O-])Cc1ccccc1,4.27,4.55,9,acidic,['datawarrior'],1376
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Br,4.2,3.55,9,acidic,['chembl25'],44877
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,4.256,4,9,acidic,['chembl25'],1823190
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1I,4.24,3.54,9,acidic,['chembl25'],67797
O=C([O-])Cc1ccccc1Nc1c(F)cccc1F,4.09,4,9,acidic,['chembl25'],64036
O=C([O-])Cc1ccccc1Nc1cc(Cl)cc(Cl)c1,4.31,3.99,9,acidic,['chembl25'],56330
O=C([O-])Cc1ccccc1Nc1cc(Cl)ccc1Cl,4.1,3.99,9,acidic,['chembl25'],67939
O=C([O-])Cc1ccccc1Nc1ccc(Cl)c(Cl)c1,4.3,3.98,9,acidic,['chembl25'],40119
O=C([O-])Cc1ccccc1Nc1cccc(Cl)c1Cl,4.2,3.99,9,acidic,['chembl25'],71724
O=C([O-])Cc1ccccc1Nc1ccccc1,4.1,4.61,16,acidic,['chembl25'],41276
O=C([O-])Cc1ccco1,3.72,3.77,8,acidic,['datawarrior'],2843
O=C([O-])Cc1cccs1,3.85,4.55,8,acidic,['datawarrior'],2799
O=C([O-])Cc1ccoc1,4.07,3.78,8,acidic,['datawarrior'],2845
O=C([O-])Cc1ccsc1,4.07,4.59,8,acidic,['datawarrior'],2796
O=C([O-])Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,3,3.95,28,acidic,['chembl25'],153858
O=C([O-])Cc1nnnn1-c1ccccc1,3.1,3.72,14,acidic,['datawarrior'],6970
O=C([O-])Cn1c2ccccc2c2ccccc21,3.55,4.58,16,acidic,['datawarrior'],6321
O=C([O-])Cn1ccc2ccccc21,3.4,4.47,12,acidic,['datawarrior'],3376
O=C([O-])Cn1cccc1,3.3,4.37,8,acidic,['datawarrior'],3050
O=C([O-])Cn1cnnn1,2.27,2.89,8,acidic,['datawarrior'],2861
O=C([O-])Cn1ncnn1,2.12,2.68,8,acidic,['datawarrior'],2860
O=C([O-])Cn1nnnc1-c1ccccc1,2.11,3.79,14,acidic,['datawarrior'],6969
O=C([O-])[C@@H]1CCCC[C@@H]1O,4.8,4.47,8,acidic,['datawarrior'],1471
O=C([O-])[C@@H]1CCC[C@H](O)C1,4.6,4.51,9,acidic,['datawarrior'],1462
O=C([O-])[C@@H]1CCC[NH2+]1,10.56,11.33,3,basic,['datawarrior'],251
O=C([O-])[C@@H]1C[C@@H](O)C[NH2+]1,9.64,10.61,3,basic,['datawarrior'],3139
O=C([O-])[C@@H]1C[C@@H]1Br,4.09,3.08,6,acidic,['datawarrior'],7772
O=C([O-])[C@@H]1C[C@@H]1Cl,4.12,3.63,6,acidic,['datawarrior'],7770
O=C([O-])[C@@H]1C[C@@H]1c1ccccc1,4.82,4.54,11,acidic,['datawarrior'],943
O=C([O-])[C@@H]1C[C@H](Cc2cccc(F)c2)C[NH2+]1,10.1,11.45,11,basic,['chembl25'],6201803
O=C([O-])[C@@H]1C[C@H](Oc2cccc(Cl)c2)C[NH2+]1,8.9,10.64,11,basic,['chembl25'],6201804
O=C([O-])[C@@H]1O[C@H](Oc2ccc(-c3ccccc3)cc2)[C@@H](O)[C@H](O)[C@H]1O,3.1,3.46,21,acidic,['datawarrior'],6381
O=C([O-])[C@@H]1O[C@H](Oc2ccc(Br)cc2)[C@@H](O)[C@H](O)[C@H]1O,3.02,2.71,15,acidic,['datawarrior'],5376
O=C([O-])[C@@H]1O[C@H](Oc2ccc(I)cc2)[C@@H](O)[C@H](O)[C@H]1O,3.28,2.71,15,acidic,['datawarrior'],5375
O=C([O-])[C@@H]1O[C@H](Oc2ccc3[nH]c(=O)ccc3c2)[C@@H](O)[C@H](O)[C@H]1O,3.41,3.16,20,acidic,['datawarrior'],5232
O=C([O-])[C@@H]1O[C@H](Oc2ccc3[nH]ccc(=O)c3c2)[C@@H](O)[C@H](O)[C@H]1O,3.425,3,15,acidic,['datawarrior'],5233
O=C([O-])[C@]1(Cl)[C@@H]2CCC[C@@H]21,2.82,3.77,8,acidic,['datawarrior'],1950
O=C([O-])[C@H](O)c1ccccc1,3.41,3.75,9,acidic,['datawarrior'],4248
O=C([O-])[C@H]1CCCC[C@@H]1O,4.68,4.47,8,acidic,['datawarrior'],1472
O=C([O-])[C@H]1CCC[C@H](O)C1,4.82,4.51,9,acidic,['datawarrior'],1463
O=C([O-])[C@H]1CC[C@@H](O)CC1,4.84,4.51,9,acidic,['datawarrior'],1475
O=C([O-])[C@H]1CC[C@H](O)CC1,4.68,4.51,9,acidic,['datawarrior'],1476
O=C([O-])[C@H]1C[C@@H]1Cl,4.12,3.63,6,acidic,['datawarrior'],7771
O=C([O-])[C@H]1C[C@@H]1c1ccc(Cl)cc1,4.53,3.93,11,acidic,['datawarrior'],3259
O=C([O-])[C@H]1C[C@@H]1c1cccc(Cl)c1,4.51,3.93,12,acidic,['datawarrior'],3260
O=C([O-])[C@H]1C[C@@H]1c1ccccc1,4.54,4.54,11,acidic,['datawarrior'],944
O=C([O-])[C@H]1C[C@@H]2CC[C@H]1C2,5.02,4.64,9,acidic,['datawarrior'],1946
O=C([O-])[C@H]1C[C@H]2CC[C@@H]1C2,5.08,4.64,9,acidic,['datawarrior'],1945
O=C([O-])[C@H]1[C@@H]2C=C[C@H]1CC2,4.58,4.55,9,acidic,['datawarrior'],1943
O=C([O-])[C@@]1(Cl)[C@@H]2CCC[C@@H]21,3.03,3.77,8,acidic,['datawarrior'],1951
O=C([O-])c1c2ccccc2cc2ccccc12,3.65,3.19,16,acidic,['datawarrior'],6291
O=C([O-])c1c2ccccc2nc2ccccc12,4,6.81,13,basic,['datawarrior'],6323
O=C([O-])c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12,4.7,3.52,18,acidic,['chembl25'],16667982
O=C([O-])c1c[nH]c2cc(Cl)c(-c3ccc(C4CCCCO4)cc3)cc12,4.9,3.52,18,acidic,['chembl25'],18110950
O=C([O-])c1c[nH]c2cc(Cl)c(-c3ccc(OCCO)cc3)cc12,4.8,3.52,18,acidic,['chembl25'],18110947
O=C([O-])c1c[nH]c2cc(F)c(-c3ccc(C4(O)CCC4)cc3)c(F)c12,4.9,3.48,18,acidic,['chembl25'],18110946
O=C([O-])c1c[nH]c2cc(F)c(-c3ccc(C4(O)CCC4)cc3)cc12,4.8,3.52,18,acidic,['chembl25'],18110945
O=C([O-])c1c[nH]c2cc(F)c(-c3ccc([C@@H]4CCCCO4)cc3)c(F)c12,5,3.48,18,acidic,['chembl25'],18110956
O=C([O-])c1c[nH]c2ccccc12,5.27,3.52,11,acidic,['datawarrior'],1159
O=C([O-])c1cc(-c2ccc(F)cc2F)ccc1O,3.15,2.69,16,acidic,['chembl25'],877127
O=C([O-])c1cc(-c2ccccc2)oc(=O)c1,3.3,2.91,15,acidic,['datawarrior'],5043
O=C([O-])c1cc(Br)ccc1O,3.9,2.63,9,acidic,['chembl25'],14688470
O=C([O-])c1cc(Br)cs1,3.11,3.32,7,acidic,['datawarrior'],2785
O=C([O-])c1cc(Cl)ccc1O,3.9,2.59,9,acidic,['chembl25'],14688471
O=C([O-])c1cc(Cl)co1,2.69,3.1,7,acidic,['datawarrior'],2850
O=C([O-])c1cc(I)ccc1O,3.9,2.64,9,acidic,['chembl25'],14688472
O=C([O-])c1cc2ccccc2[nH]1,3.79,3.6,11,acidic,['datawarrior'],1161
O=C([O-])c1cc2ccccc2cc1O,2.71,2.69,12,acidic,['datawarrior'],2344
O=C([O-])c1cc2ccccc2o1,2.84,3.1,11,acidic,['datawarrior'],973
O=C([O-])c1cc2ccccc2oc1=O,3.6,2.95,13,acidic,['chembl25'],13322108
O=C([O-])c1cc2ccccc2s1,3.1,3.32,11,acidic,['datawarrior'],953
O=C([O-])c1cc2occc2[nH]1,4.045,3.59,10,acidic,['chembl25'],2623131
O=C([O-])c1cc2sccc2[nH]1,3.88,3.61,10,acidic,['chembl25'],6364934
O=C([O-])c1cc[n+]([O-])cc1,2.86,3.09,9,acidic,['datawarrior'],1792
O=C([O-])c1cc[nH]c1,4.98,3.57,7,acidic,['datawarrior'],239
O=C([O-])c1ccc(-c2ccc(Cl)c(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1,3.41,4.06,27,acidic,['chembl25'],6275898
O=C([O-])c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)cc1,3.98,4.07,27,acidic,['chembl25'],6276048
O=C([O-])c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)cc1,3.88,4.08,26,acidic,['chembl25'],15219703
O=C([O-])c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2Cl)cc1,3.95,4.04,27,acidic,['chembl25'],6275901
O=C([O-])c1ccc(-c2cccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1,3.6,4.06,26,acidic,['chembl25'],6275899
O=C([O-])c1ccc(/N=C/c2ccccc2)cc1,4.47,4.11,16,acidic,['datawarrior'],6157
O=C([O-])c1ccc(=O)oc1,3.26,2.67,9,acidic,['datawarrior'],1366
O=C([O-])c1ccc(Br)cc1,3.93,4.04,8,acidic,"['datawarrior', 'chembl25']",14688456
O=C([O-])c1ccc(Br)s1,3.3,3.32,7,acidic,['datawarrior'],2786
O=C([O-])c1ccc(C2CC2)cc1,4.42,4.22,11,acidic,['datawarrior'],940
O=C([O-])c1ccc(CCl)cc1,4.13,4.07,10,acidic,['datawarrior'],4200
O=C([O-])c1ccc(CO)cc1,4.18,4.06,10,acidic,['datawarrior'],4252
O=C([O-])c1ccc(Cl)c(Cl)c1,3.9,3.93,8,acidic,['chembl25'],14688460
O=C([O-])c1ccc(Cl)cc1,3.9375,4.07,8,acidic,"['datawarrior', 'chembl25']",14688459
O=C([O-])c1ccc(Cl)cc1Cl,2.74,3.07,10,acidic,['datawarrior'],4181
O=C([O-])c1ccc(Cl)s1,3.41,3.33,7,acidic,['datawarrior'],2783
O=C([O-])c1ccc(F)cc1,4.15,4.22,8,acidic,"['datawarrior', 'chembl25']",2556735
O=C([O-])c1ccc(I)cc1,3.93,4.05,8,acidic,"['datawarrior', 'chembl25']",14688462
O=C([O-])c1ccc(I)o1,2.94,3.1,7,acidic,['datawarrior'],2851
O=C([O-])c1ccc(OCc2ccccc2)cc1,4.44,4.36,16,acidic,['datawarrior'],6067
O=C([O-])c1ccc(Oc2ccccc2)cc1,4.52,4.3,15,acidic,['datawarrior'],5053
O=C([O-])c1ccc2[nH]ccc2c1,4.1,3.63,11,acidic,['datawarrior'],1167
O=C([O-])c1ccc2cc3ccccc3cc2c1,4.18,3.99,16,acidic,['datawarrior'],6289
O=C([O-])c1ccc2ccccc2c1,4.325,3.99,12,acidic,"['datawarrior', 'chembl25']",13322110
O=C([O-])c1ccc2ccccc2n1,4.97,3.74,12,acidic,['datawarrior'],3389
O=C([O-])c1ccc[n+]([O-])c1,2.95,2.78,9,acidic,['datawarrior'],1795
O=C([O-])c1ccc[nH]1,4.35,3.62,7,acidic,['datawarrior'],237
O=C([O-])c1cccc(=O)cc1,3.2,3.9,10,acidic,['datawarrior'],4267
O=C([O-])c1cccc(Br)c1,3.863333,3.93,9,acidic,"['datawarrior', 'chembl25']",14688455
O=C([O-])c1cccc(C(F)(F)F)c1,3.79,3.94,12,acidic,['chembl25'],2556734
O=C([O-])c1cccc(C2CC2)c1,4.28,4.06,8,acidic,['datawarrior'],945
O=C([O-])c1cccc(Cl)c1,3.866667,3.9,9,acidic,"['datawarrior', 'chembl25']",14688458
O=C([O-])c1cccc(F)c1,3.885,3.76,9,acidic,"['datawarrior', 'chembl25']",2556736
O=C([O-])c1cccc(I)c1,3.876667,3.94,9,acidic,"['datawarrior', 'chembl25']",14688461
O=C([O-])c1cccc(Oc2ccccc2)c1,3.95,3.82,15,acidic,['datawarrior'],5051
O=C([O-])c1cccc2cc3ccccc3cc12,3.7,3.62,13,acidic,['datawarrior'],6290
O=C([O-])c1cccc2ccccc12,3.7,3.63,12,acidic,['datawarrior'],3253
O=C([O-])c1cccc[n+]1[O-],3.54,2.21,9,acidic,['datawarrior'],1793
O=C([O-])c1ccccc1,4.018571,4.08,8,acidic,"['datawarrior', 'chembl25']",14688551
O=C([O-])c1ccccc1-c1ccccc1,3.46,3.68,14,acidic,['datawarrior'],6949
O=C([O-])c1ccccc1Br,2.93,3.25,8,acidic,['datawarrior'],1434
O=C([O-])c1ccccc1C(=O)c1ccccc1,3.54,3.47,16,acidic,['datawarrior'],6069
O=C([O-])c1ccccc1CO,3.84,3.72,10,acidic,['datawarrior'],4254
O=C([O-])c1ccccc1Cl,3.43,3.07,8,acidic,"['datawarrior', 'chembl25']",14688457
O=C([O-])c1ccccc1F,3.435,3.31,8,acidic,"['datawarrior', 'chembl25']",2556737
O=C([O-])c1ccccc1I,2.93,3.3,8,acidic,['datawarrior'],1433
O=C([O-])c1ccccc1O,3.354167,2.79,8,acidic,"['datawarrior', 'chembl25']",3216077
O=C([O-])c1ccccc1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,3.6,3.65,8,acidic,['datawarrior'],6436
O=C([O-])c1ccccc1Oc1ccccc1,3.53,3.6,15,acidic,['datawarrior'],5052
O=C([O-])c1cccccc1=O,3.73,3.77,10,acidic,['datawarrior'],4272
O=C([O-])c1ccccn1,5.32,3.69,8,acidic,['datawarrior'],3073
O=C([O-])c1cccnn1,3,3.27,8,acidic,['datawarrior'],2927
O=C([O-])c1ccco1,3.18,3.12,7,acidic,['datawarrior'],48
O=C([O-])c1cccs1,3.46,3.34,7,acidic,['datawarrior'],24
O=C([O-])c1ccn[nH]1,3.84,3.5,7,acidic,['datawarrior'],144
O=C([O-])c1ccnc2ccccc12,4.76,3.57,12,acidic,['datawarrior'],3397
O=C([O-])c1ccnnc1,2.8,3.67,8,acidic,['datawarrior'],2935
O=C([O-])c1ccoc1,3.94,4.31,7,acidic,['datawarrior'],52
O=C([O-])c1ccsc1,4.03,3.56,7,acidic,['datawarrior'],23
O=C([O-])c1cnc(Br)s1,2.96,3.18,8,acidic,['datawarrior'],3089
O=C([O-])c1cnc(Cl)s1,3,3.2,8,acidic,['datawarrior'],3087
O=C([O-])c1cnccn1,2.8,3.34,8,acidic,"['datawarrior', 'chembl25']",5297548
O=C([O-])c1cncs1,2.99,3.2,7,acidic,['datawarrior'],260
O=C([O-])c1cnoc1,3.39,4.15,7,acidic,['datawarrior'],299
O=C([O-])c1coc2ccccc12,4.18,4.26,11,acidic,['datawarrior'],972
O=C([O-])c1coc2ccccc2c1=O,8.85,5.69,13,acidic,['chembl25'],2562782
O=C([O-])c1csc(Br)c1,3.7,3.54,8,acidic,['datawarrior'],2787
O=C([O-])c1csc(Br)n1,3.28,3.16,8,acidic,['datawarrior'],3090
O=C([O-])c1csc(Cl)c1,3.8,3.53,8,acidic,['datawarrior'],2784
O=C([O-])c1csc(Cl)n1,3.3,3.16,8,acidic,['datawarrior'],3088
O=C([O-])c1csc2ccccc12,4.24,3.5,11,acidic,['datawarrior'],951
O=C([O-])c1cscn1,3.27,3.18,7,acidic,['datawarrior'],261
O=C([O-])c1cssc1=S,2.8,4.04,8,acidic,['chembl25'],3368210
O=C([O-])c1nccc2ccccc12,4.97,3.56,12,acidic,['datawarrior'],3391
O=C([O-])c1nccs1,2.57,2.96,7,acidic,['datawarrior'],263
O=C([O-])c1nsc2ccccc12,2.76,3.12,11,acidic,['datawarrior'],1177
O=C([S-])c1ccccc1,2.44,2.43,8,acidic,['datawarrior'],2826
O=C(c1cc2cc(OC3CC[NH+](C4CC4)CC3)ccc2[nH]1)N1CCOCC1,7.7,8.6,10,basic,['chembl25'],2625158
O=C(c1cc2cc(OC3CC[NH+](C4CC4)CC3)ccc2n1CC(F)(F)F)N1CCOCC1,7.5,8.6,10,basic,['chembl25'],2625179
O=C(c1cc2cc(OC3CC[NH+](C4CCC4)CC3)ccc2n1CC(F)(F)F)N1CCOCC1,9.1,9.06,10,basic,['chembl25'],2625177
O=C(c1cc2cc(OC3CC[NH+](C4COC4)CC3)ccc2n1CC(F)(F)F)N1CCOCC1,6.4,6.87,10,basic,['chembl25'],2625178
O=C(c1cc2cc(OCCC[NH+]3CCCCC3)ccc2[nH]1)N1CCOCC1,10,9.21,10,basic,['chembl25'],2625157
O=C(c1ccc(C(F)(F)F)cc1)N1CCC(=Cc2ccc(C3=NCCO3)cc2)CC1,4.7,4.31,26,basic,['chembl25'],299938
O=C(c1ccc(Cl)cc1)c1ccc(OC2C[NH+]3CCC2CC3)cc1,9.1,8.27,18,basic,['chembl25'],272911
O=C(c1ccc(Cl)cc1)c1ccc2n1CCC2C(=O)[O-],3.4,3.66,18,acidic,['chembl25'],318781
O=C(c1ccc(Cl)cc1)c1ccn[nH]1,11.87,9.34,12,acidic,['datawarrior'],2460
O=C(c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nonc12)N1CCCCC1,6.18,3.78,9,acidic,['chembl25'],1776709
O=C(c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12)N1CCCCC1,5.47,3.85,9,acidic,['chembl25'],1776704
O=C(c1ccc(F)cc1)c1ccc2n1CCC2C(=O)[O-],3.51,3.56,18,acidic,['chembl25'],304582
O=C(c1ccc2c(c1)cc(C(=O)N1CCOCC1)n2CC(F)(F)F)N1CC[NH+](C2CCC2)CC1,6.8,7.35,11,basic,['chembl25'],2625183
O=C(c1ccc2cc(OCCC[NH+]3CCCCC3)ccc2c1)N1CCC(CO)CC1,9.6,9.24,14,basic,['chembl25'],2718624
O=C(c1ccc2cc(OCCC[NH+]3CCCCC3)ccc2n1)N1CCC1,9.4,9.21,14,basic,['chembl25'],2718633
O=C(c1ccc2ccccc2c1)c1ccc2n1CCC2C(=O)[O-],3.44,3.97,22,acidic,['chembl25'],335467
O=C(c1ccc2n1CCC2C(=O)[O-])C1CCC1,3.54,4.12,10,acidic,['chembl25'],335471
O=C(c1cccc(Cl)c1)c1ccc2n1CCC2C(=O)[O-],3.44,3.66,19,acidic,['chembl25'],328959
O=C(c1cccc(F)c1)c1ccc2n1CCC2C(=O)[O-],3.46,3.66,19,acidic,['chembl25'],339245
O=C(c1ccccc1)N(O)c1ccccc1,7.87,8.44,15,acidic,['datawarrior'],5133
O=C(c1ccccc1)N1CC[NH2+]CC1,7.79,7.82,11,basic,['datawarrior'],2448
O=C(c1ccccc1)c1ccc(O)[n+]([O-])c1,5.13,4.75,15,acidic,['datawarrior'],5152
O=C(c1ccccc1)c1ccc(O)cc1,8.01,7.84,14,acidic,['datawarrior'],6951
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)[O-],3.496667,3.84,18,acidic,['chembl25'],871119
O=C(c1ccccc1)c1cccc(O)c1,9,8.87,14,acidic,['datawarrior'],6948
O=C(c1ccccc1)c1ccccc1O,9.3,7.16,14,acidic,['datawarrior'],6946
O=C(c1ccccc1)c1ccn[nH]1,11.97,9.34,12,acidic,['datawarrior'],3345
O=C(c1ccccc1C(F)(F)F)N(CC1CCC1)[C@H]1CC[NH2+]C1,9.5,10.39,17,basic,['chembl25'],2708598
O=C(c1ccccc1Cl)c1ccc2n1CCC2C(=O)[O-],4.33,3.67,18,acidic,['chembl25'],312541
O=C(c1cccs1)N1CCCC1c1ccc(-c2cccc(Cl)c2)nc1,3.6,4.01,12,basic,['chembl25'],6291584
O=C(c1cccs1)N1CC[NH+](CCOc2ccc(Cl)cc2)CC1,6.35,6.15,10,basic,['chembl25'],14672218
O=C(c1cccs1)N1CC[NH+](CCOc2ccc(Cl)cc2Cl)CC1,5.23,5.53,10,basic,['chembl25'],14672219
O=C(c1cnccn1)N1CCCC1c1ccc(-c2cccc(Cl)c2)nc1,3.4,4.01,12,basic,['chembl25'],6291587
O=C(c1cncs1)N1CCCC1c1ccc(-c2cccc(Cl)c2)nc1,3.6,4.01,12,basic,['chembl25'],6291585
O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(C[NH+]3CC4(CCCO4)C3)cc2)C1,8.4,6.46,25,basic,['chembl25'],16539057
O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(C[NH+]3CC4(CCOC4)C3)cc2)C1,8.6,7.8,25,basic,['chembl25'],16539055
O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(C[NH+]3CC4(COC4)C3)cc2)C1,8,7.4,25,basic,['chembl25'],16539059
O=C(c1nnc(-c2ccccc2)o1)N1CCC(Oc2ccc(C[NH+]3CCC(O)C3)cc2)CC1,8.9,8.41,27,basic,['chembl25'],16537865
O=C1/C(=C/c2ccccc2)CN(C(=O)c2ccc(OCC[NH+]3CCOCC3)cc2)C/C1=C\c1ccccc1,8.5,6.52,32,basic,['chembl25'],2174077
O=C1C(=NS(=O)(=O)c2ccccc2)C(c2ccc(Cl)cc2)C(=O)c2ccccc21,5,8.76,11,acidic,['chembl25'],14669640
O=C1C(=NS(=O)(=O)c2ccccc2)C(c2cccc(Cl)c2)C(=O)c2ccccc21,4.5,8.13,11,acidic,['chembl25'],14669639
O=C1C(=NS(=O)(=O)c2ccccc2)C(c2ccccc2Cl)C(=O)c2ccccc21,4.9,8.18,11,acidic,['chembl25'],14669638
O=C1C(=NS(=O)(=O)c2ccccc2)C(c2ccco2)C(=O)c2ccccc21,5.1,7.25,11,acidic,['chembl25'],14669643
O=C1C(=NS(=O)(=O)c2ccccc2)C(c2ccoc2)C(=O)c2ccccc21,5,7.34,11,acidic,['chembl25'],14669644
O=C1C(=O)c2ccccc2C(=O)C1=C([O-])c1ccccc1,2.17,5.34,20,acidic,['datawarrior'],6528
O=C1C(=O)c2ccccc2C([O-])=C1/C=C/c1ccccc1,4.44,5.82,20,acidic,['datawarrior'],6529
O=C1C(=O)c2ccccc2C([O-])=C1Cc1ccccc1,4.9,5.61,19,acidic,['datawarrior'],5285
O=C1C(=O)c2ccccc2C([O-])=C1c1ccccc1,4.35,6.62,18,acidic,['datawarrior'],6690
O=C1C(Cc2ccccc2)=C([O-])c2ccccc21,5.9,5.99,17,acidic,['datawarrior'],5501
O=C1C=C([O-])C(C2CCCCC2)CC1,5.5,6.22,13,acidic,['datawarrior'],2332
O=C1C=C([O-])C(Cc2ccc(Br)cc2)C1,3.96,3.62,13,acidic,['chembl25'],6372399
O=C1C=C([O-])C(Cc2ccccc2)C1,4.01,4.41,13,acidic,['chembl25'],16560821
O=C1C=C([O-])CC1,4.35,4.55,6,acidic,"['datawarrior', 'chembl25']",6372397
O=C1C=C([O-])CC2(CCCCC2)C1,5.2,6.34,12,acidic,['datawarrior'],3255
O=C1C=C([O-])CCC1,5.26,6.29,7,acidic,['datawarrior'],13
O=C1C=C([O-])CSC1,4.34,5.12,7,acidic,['datawarrior'],27
O=C1C=C([O-])c2ccccc2C1=O,3.19,5.35,12,acidic,['datawarrior'],3268
O=C1C=CC(=O)c2c([O-])cccc21,8.7,8.29,6,acidic,['datawarrior'],3278
O=C1C=C[NH+]2C[C@@H]3C[C@@H](C[NH+]4CCCC[C@H]34)[C@@H]2C1,9.25,9.77,3,basic,['datawarrior'],5649
O=C1CC(c2ccccc2)CC([O-])=C1Nc1ccccc1Cl,4.6,6.34,21,acidic,['chembl25'],14995084
O=C1CC(c2ccccc2)CC([O-])=C1Oc1ccccc1Cl,3.7,4.49,21,acidic,['chembl25'],14995081
O=C1CC(c2ccccc2)CC([O-])=C1Sc1ccccc1Cl,3,4.89,21,acidic,['chembl25'],14995078
O=C1CC(c2ccccc2)NC(=O)N1,11.22,11.71,10,acidic,['datawarrior'],2409
O=C1CC2OCC=C3C4CC5[NH+](CCC56c5ccccc5N1C6C24)[C@H]3S(=O)(=O)[O-],3.2,6.98,9,basic,['datawarrior'],4818
O=C1CCC(=O)N1,9.59,9.89,4,acidic,['datawarrior'],7879
O=C1CCC(C(=O)[O-])N1,3.25,3.61,8,acidic,['datawarrior'],3135
O=C1CCC([O-])=C1Cc1ccc(Br)cc1,4.2,3.67,13,acidic,['chembl25'],6372401
O=C1CCC([O-])=C1Cc1ccccc1,4.44,4.45,13,acidic,['chembl25'],16560823
O=C1CCC([O-])=C1O,4.8,3.72,6,acidic,['datawarrior'],46
O=C1CCCC(=O)N1,11.43,11.8,4,acidic,['datawarrior'],238
O=C1CCCC(=O)N1O,7.6,7.19,8,acidic,['datawarrior'],3134
O=C1CCCC1=C[O-],5.83,8.89,4,acidic,['datawarrior'],16
O=C1CCCC2CCCC([O-])=C12,11.13,9.61,11,acidic,['datawarrior'],948
O=C1CCCCC1=C[O-],6.35,8.98,7,acidic,['datawarrior'],2777
O=C1CCC[C@H]2[C@H]3C[C@@H](CN12)[C@@H]1CCCC[NH+]1C3,9.4,9.75,3,basic,['datawarrior'],5643
O=C1CCC[C@H]2[C@H]3C[C@@H](CN12)[C@H]1CCCC[NH+]1C3,9.2,9.75,3,basic,['datawarrior'],5644
O=C1CCC[NH+](Cc2ccc3c(c2)OCO3)C1,7.6,4.87,7,basic,['chembl25'],3303397
O=C1CCCc2nc3c(ccn4ccnc34)cc21,2,2.92,5,basic,['chembl25'],10869578
O=C1CCON1,6.7,8.45,3,acidic,['datawarrior'],7316
O=C1CC[C@@H](C(=O)[O-])N1,3.4,3.61,8,acidic,['datawarrior'],3136
O=C1CC[C@H]2N1CC[C@H]1c3ccccc3CC[NH+]12,4.89,6.78,8,basic,['datawarrior'],5648
O=C1CC[NH+](Cc2ccc3c(c2)OCO3)C1,6.1,4.71,7,basic,['chembl25'],3303392
O=C1CC[NH+](Cc2ccc3c(c2)OCO3)CC1,7.5,5.71,7,basic,['chembl25'],3303400
O=C1CCc2ccccc2N1CCC[NH+]1CCC(c2ccc3[nH]ccc3c2)CC1,9,9.01,14,basic,['chembl25'],10951471
O=C1CCc2ccccc2N1CCC[NH+]1CCC(n2c(=O)[nH]c3ccccc32)CC1,7.6,7.72,14,basic,['chembl25'],10951462
O=C1CN(C(=O)c2ccccc2)C(=S)N1,6.5,9.43,12,acidic,['datawarrior'],7016
O=C1CNC(=O)N1,9.12,8.68,3,acidic,['datawarrior'],7829
O=C1CS(=O)(=O)c2ccccc21,7.65,8.69,8,acidic,['datawarrior'],981
O=C1CSC(=O)[N-]1,6.68,7.36,3,acidic,"['datawarrior', 'chembl25']",12715164
O=C1CSC(=S)[N-]1,6.48,6.79,3,acidic,['datawarrior'],7894
O=C1C[C@@H]2OCC=C3C[NH+]4CC[C@@]56c7ccccc7N1[C@H]5C2[C@@]3(S(=O)(=O)[O-])C[C@H]46,7.53,8.97,9,basic,['datawarrior'],4817
