smiles,pKa,pKa_type
Ic1cccnc1,3.25,basic
N#CC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,8.07,basic
N#CC(CC[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,6.09,basic
N#CC(Cc1ccc(-c2ccccc2)cc1)NC(=O)C1(N)CCOCC1,5.4,basic
N#CC(N)c1ccccc1,4.4,basic
N#CC(c1ccc2c(c1)OCO2)N1CCCC1,4.3,basic
N#CC(c1ccc2c(c1)OCO2)N1CCCCC1,4,basic
N#CC1=CCC([C@H]2[C@H]3C(O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3[C@@H](F)CCN32)C=C1,3.3,basic
N#CC1=CCC([C@H]2[C@H]3C(O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3[C@H](F)CCN32)C=C1,3.3,basic
N#CC1=CCC([C@H]2[C@H]3C(O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@H]3N2CCC3(F)F)C=C1,2,basic
N#CC1=C[NH+]2CCC1CC2,5.84,basic
N#CC1CC2CCN1CC2,5.85,basic
N#CC1CN2CCC1CC2,7.85,basic
N#CCC(N)c1ccccc1,6.7,basic
N#CCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,6.86,basic
N#CCCN,7.75,basic
N#CCCNCCC#N,5.26,basic
N#CCCNN,5.91,basic
N#CCCNc1ccccc1,4.5,basic
N#CCC[NH2+]C(CC(N)=O)C(=O)[O-],6.46,basic
N#CCN,5.34,basic
N#CCN1CCCCC1,4.55,basic
N#CCN1CCOCC1,2,basic
N#CCc1cccnc1,3.78,basic
N#C[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)C1([NH3+])CCOCC1,5.4,basic
N#Cc1c(C[NH+]2CCC(Br)CC2)no[n+]1[O-],4.01,basic
N#Cc1c(F)cc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)cc1F,3.6,basic
N#Cc1cc(-c2ccccc2)nnc1NCC[NH+]1CCOCC1,6.5,basic
N#Cc1cc(F)c([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)c(F)c1,4.4,basic
N#Cc1ccc(-c2ccc(CC(C#N)NC(=O)C3(N)CCOCC3)cc2)cc1,5.8,basic
N#Cc1ccc(-c2ccc(CC(C#N)NC(=O)C3CC(O)CCN3)cc2)cc1,7.6,basic
N#Cc1ccc(-c2ccc(CC(C#N)NC(=O)C3CCCCN3)cc2)cc1,8.4,basic
N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)C3([NH3+])CCCCC3)cc2)cc1,7.1,basic
N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)C3([NH3+])CCOCC3)cc2)cc1,5.8,basic
N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3CCCC[NH2+]3)cc2)cc1,8.4,basic
N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3C[C@@H](O)CC[NH2+]3)cc2)cc1,7.6,basic
N#Cc1ccc(C(=O)Nc2ccc(F)c(C3(CF)CC(C(F)(F)F)OC(N)=N3)c2)nc1,6.3,basic
N#Cc1ccc(C(=O)Nc2ccc(F)c(C3(CF)N=C(N)OCC3(F)F)c2)nc1,5.1,basic
N#Cc1ccc(C(=O)Nc2ccc(F)c(C3(CF)N=C(N)OCC3F)c2)nc1,6.7,basic
N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)[NH+]=C(N)OCC3(F)F)c2)nc1,5.1,basic
N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)[NH+]=C(N)OC[C@@H]3F)c2)nc1,6.7,basic
N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)CCOC(N)=[NH+]3)c2)nc1,7.3,basic
N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=[NH+]3)c2)nc1,6.3,basic
N#Cc1ccc(C[NH3+])cc1,8.72,basic
N#Cc1ccc(Cc2c3ccccc3nc3ccccc23)cc1,5.93,basic
N#Cc1ccc(N)cc1,1.74,basic
N#Cc1ccc(N2CC[NH+](CCNC(=O)c3ccc(F)cc3)CC2)cc1,6.43,basic
N#Cc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,5.93,basic
N#Cc1ccc(Nc2nc(N)nc(Cc3c(Cl)ccc(Cl)c3Cl)n2)cc1,2.8,basic
N#Cc1ccc(Nc2nc(N)nc(Cc3c(Cl)ccc4[nH]ccc34)n2)cc1,3.3,basic
N#Cc1ccc(Nc2nc(N)nc(Cc3c(Cl)cccc3Cl)n2)cc1,3.1,basic
N#Cc1ccc(S(=O)(=O)C2(F)CC[NH+](CCc3ccc(F)cc3F)CC2)cc1,6.4,basic
N#Cc1ccc([C@H]2[C@H]3C(=O)N(CC4=CCC(F)C=C4)C(=O)[C@H]3[C@@H]3CCCN32)cc1,4.5,basic
N#Cc1ccc([C@H]2[C@H]3C(=O)N(CC4=CCC(F)C=C4)[C@](O)(C(F)(F)F)[C@H]3[C@@H]3CCCN32)cc1,5.5,basic
N#Cc1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3C(=O)CCN32)cc1,3,basic
N#Cc1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)c(F)c1,4.2,basic
N#Cc1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)c(F)c1F,3.6,basic
N#Cc1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)cc1F,4.1,basic
N#Cc1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3C[C@@H](O)CN32)cc1,3.7,basic
N#Cc1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3C[C@H](O)CN32)cc1,3.8,basic
N#Cc1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3[C@H](O)CCN32)cc1,4.2,basic
N#Cc1ccc([C@H]2[C@H]3C(O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3C[C@H](F)CN32)cc1,3.1,basic
N#Cc1ccc2c(c1)CCN2,2.8,basic
N#Cc1ccc2c(c1)N(CCCCN1CCC(O)CC1)c1ccccc1S2,8.76,basic
N#Cc1ccc2c(c1)N(CCC[NH+]1CCC(O)CC1)c1ccccc1S2,8.63,basic
N#Cc1cccc(N)c1,2.75,basic
N#Cc1cccnc1,1.39,basic
N#Cc1cccnc1N1CC[NH+](CCNC(=O)c2ccc(F)cc2)CC1,6.4,basic
N#Cc1ccncc1,1.9,basic
N/C=N/O,5.05,basic
N/C=[NH+]/O,5.05,basic
N=C(N)c1c(F)cc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)cc1F,3.7,basic
N=C(N)c1cc(F)c([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)c(F)c1,4.2,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)c(F)c1,4.1,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)c(F)c1F,3.7,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)cc1,4.5,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)cc1F,4.2,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3N2CCC3(F)F)cc1,2,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@H]3CC(F)(F)CN32)cc1,2,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@H]3C[C@@H](F)CN32)cc1,3.3,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@H]3C[C@@H](O)CN32)cc1,3.9,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@H]3C[C@H](F)CN32)cc1,3.3,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@H]3C[C@H](O)CN32)cc1,3.9,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@H]3[C@@H](F)CCN32)cc1,3.3,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@H]3[C@@H](O)CCN32)cc1,4.2,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@H]3[C@H](F)CCN32)cc1,3.4,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@H]3[C@H](O)CCN32)cc1,4.1,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)[C@H](C(F)F)[C@H]3[C@@H]3CCCN32)cc1,5.6,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)[C@H](CC(F)F)[C@H]3[C@@H]3CCCN32)cc1,6,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)[C@H](CCF)[C@H]3[C@@H]3CCCN32)cc1,6.1,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)[C@H](CF)[C@H]3[C@@H]3CCCN32)cc1,6,basic
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)[C@](O)(C(F)(F)F)[C@H]3[C@@H]3CCCN32)cc1,5.5,basic
N=C(SCc1ccccc1)c1ccccc1,4.43,basic
N=C(Sc1ccccc1)c1ccccc1,4.48,basic
N=C(c1ccccc1)c1cccc(Cl)c1,5.69,basic
N=C(c1ccccc1)c1ccccc1,6.82,basic
N=C(c1ccccc1)c1ccccc1Cl,5.59,basic
N=C1CCCC1,8.95,basic
N=C1CCCCC1,9.15,basic
N=C1CCCc2c1c(=O)c(=NS(=O)(=O)c1ccccc1)c(=Nc1ccccc1)c2=O,8.2,basic
N=CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,9.78,basic
N=CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,10.33,basic
NC(=Nc1ccccc1)Nc1ccccc1,9.94,basic
NC(=Nc1nsc2ccccc12)c1ccc(Cl)cc1,4.84,basic
NC(=Nc1nsc2ccccc12)c1ccccc1,5.4,basic
NC(=O)C(N)CO,7.3,basic
NC(=O)C(N)Cc1c[nH]c2ccccc12,7.55,basic
NC(=O)C([NH3+])CO,7.3,basic
NC(=O)C([NH3+])Cc1c[nH]c2ccccc12,7.55,basic
NC(=O)C([NH3+])Cc1ccccc1,7.33,basic
NC(=O)C(c1ccccc1)c1ccccn1,3.8,basic
NC(=O)C1CC2CC[NH+]1CC2,9.04,basic
NC(=O)C1CCCCN1,8.9,basic
NC(=O)C1CCCC[NH2+]1,8.9,basic
NC(=O)C1CCCN1,8.82,basic
NC(=O)C1CCN(CC(=O)Nc2nc(-c3ccccc3)cs2)CC1,6.2,basic
NC(=O)C1CCN(c2c(Cl)c[nH+]cc2Cl)CC1,3.5,basic
NC(=O)C1CCN(c2c(Cl)cncc2Cl)CC1,3.5,basic
NC(=O)C1CCN(c2c(S(=O)(=O)c3ccccc3)c[nH+]c3ccc(Cl)cc23)CC1,3.05,basic
NC(=O)C1C[NH+]2CCC1CC2,9.74,basic
NC(=O)CCCCCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.7,basic
NC(=O)CCCCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.7,basic
NC(=O)CCCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.7,basic
NC(=O)CCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.7,basic
NC(=O)CCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.7,basic
NC(=O)CCCCc1ccccn1,5.73,basic
NC(=O)CCCCc1cccnc1,5.6,basic
NC(=O)CCCCc1ccncc1,5.92,basic
NC(=O)CCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.67,basic
NC(=O)CCCc1ccccn1,5.48,basic
NC(=O)CCCc1cccnc1,5.33,basic
NC(=O)CCCc1ccncc1,5.64,basic
NC(=O)CC[NH+]1CCC[C@H](OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1c1ccccc1,6.5,basic
NC(=O)CCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.63,basic
NC(=O)CCc1ccccn1,5.09,basic
NC(=O)CCc1cccnc1,5.21,basic
NC(=O)CCc1ccncc1,5.58,basic
NC(=O)CN1CC[NH+]([C@@H](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1,6.2,basic
NC(=O)CN1CC[NH+]([C@H](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1,6.2,basic
NC(=O)COCCN1CC[NH+](C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1,7.4,basic
NC(=O)C[C@H]([NH3+])C(N)=O,7,basic
NC(=O)C[NH+]1CCC[C@H](OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1c1ccccc1,5.4,basic
NC(=O)C[NH2+]C1CCC(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1c1ccccc1,6.6,basic
NC(=O)C[NH2+][C@@H]1CC[C@H](OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H]1c1ccccc1,6.6,basic
NC(=O)C[NH3+],8.05,basic
NC(=O)Cc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.43,basic
NC(=O)Cc1ccccn1,4.34,basic
NC(=O)Cc1cccnc1,4.72,basic
NC(=O)Cc1ccncc1,5.08,basic
NC(=O)NS(=O)(=O)Cc1ccccc1,5.09,basic
NC(=O)[C@@H](O)[C@H]([NH3+])C(=O)[O-],8.26,basic
NC(=O)[C@@H]([NH3+])Cc1ccccc1,7.26,basic
NC(=O)[C@@H]1CCC[NH2+]1,8.82,basic
NC(=O)c1ccc(CNC(=O)c2cnc(Nc3cccc(Cl)c3)cc2C(F)(F)F)cc1,2.63,basic
NC(=O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,6.47,basic
NC(=O)c1cccnc1,3.35,basic
NC(=O)c1ccncc1,3.57,basic
NC(=O)c1cncc2ccccc12,3.8,basic
NC(=S)C[NH3+],7.27,basic
NC(=[NH+]Cc1c[nH]c2ccccc12)C(Cl)(Cl)Cl,6,basic
NC(=[NH+]c1nsc2ccccc12)c1ccc(Cl)cc1,4.84,basic
NC(=[NH+]c1nsc2ccccc12)c1ccccc1,5.4,basic
NC(=[NH2+])N(CC1CC1)c1c(Br)cccc1Br,11.9,basic
NC(=[NH2+])N(c1ccccc1)c1ccccc1,10.42,basic
NC(=[NH2+])N1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,10.84,basic
NC(=[NH2+])N1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,11.6,basic
NC(=[NH2+])N=NCc1ccc(Cl)c(Cl)c1,8.4,basic
NC(=[NH2+])NC(=O)c1ccccc1,6.98,basic
NC(=[NH2+])Oc1ccccc1,8.29,basic
NC(=[NH2+])c1ccccc1,11.8,basic
NC(CC(=O)O)C(=O)O,9.67,basic
NC(CO)(CO)CO,8.069,basic
NC(CO)CO,8.63,basic
NC(CO)c1ccccc1,8.4,basic
NC(Cc1c[nH]c2ccccc12)C(=O)O,9.3,basic
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,7.04,basic
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,7.18,basic
NC(Cc1ccccc1)C(=O)O,9.08,basic
NC(N)=Nc1ccccc1,10.835,basic
NC(N)=S,2.03,basic
NC(N)=[NH+]c1ccccc1,10.835,basic
NC(N)=[NH+]c1nccc(-c2csc(N)n2)n1,9.2,basic
NC(Nc1ccccc1)=[NH+]c1ccccc1,9.94,basic
NC12CC3CC(CC(C3)C1)C2,10.68,basic
NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2cccc(F)c21,6.9,basic
NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cc(F)cc(F)c21,6.2,basic
NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,6.8,basic
NC1=NC(c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21,6.4,basic
NC1=NS(=O)N=C1Nc1cccc(-c2csc([NH+]=C(N)N)n2)c1,7.55,basic
NC1=[NH+]C(c2ccc(OC(F)F)cc2)(c2cccc(-c3cncnc3)c2)C2=[NH+]CC(F)(F)CN12,6.1,basic
NC1=[NH+]C(c2ccc(OC(F)F)cc2)(c2cccc(OCCCF)c2)C2=[NH+]CC(F)(F)CN12,6.5,basic
NC1=[NH+]C(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2cccc(F)c21,6.9,basic
NC1=[NH+]C(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,6.8,basic
NC1=[NH+]C(c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21,6.4,basic
NC1=[NH+]C2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CO1,8.3,basic
NC1=[NH+]C2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CS1,8.3,basic
NC1=[NH+]C23CCC(NC(=O)c4cccc(Cl)c4)CC2(COC3)CS1,8.2,basic
NC1=[NH+]C2CCC(NC(=O)c3cccc(Cl)c3)CC2CS1,9.7,basic
NC1=[NH+][C@@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cc(F)cc(F)c21,6.2,basic
NC1=[NH+][C@@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,7.1,basic
NC1=[NH+][C@@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)C[C@H]2CCS1,8.9,basic
NC1=[NH+][C@](c2ccc(OC(F)F)cc2)(c2cccc(OCCF)c2)C2=[NH+]CC(F)(F)CN12,6.5,basic
NC1=[NH+][C@]23CC[C@H](NC(=O)c4cccc(Cl)c4)C[C@@H]2[C@@H](COC3)S1,9,basic
NC1=[NH+]c2c(F)cc(Cl)cc2[C@H]2CCC[C@@H]12,8.2,basic
NC1=[NH+]c2c(F)cccc2[C@H]2CCC[C@@H]12,8.5,basic
NC1=[NH+]c2c(F)cccc2[C@H]2CCC[C@@]12F,6.6,basic
NC1=[NH+]c2c(ccc(F)c2F)[C@H]2CCC[C@@H]12,8,basic
NC1=[NH+]c2ccc(Cl)cc2[C@H]2CCC[C@@H]12,9.4,basic
NC1=[NH+]c2ccc(Cl)cc2[C@H]2CCC[C@@]12F,7.6,basic
NC1=[NH+]c2ccccc2C1,8.15,basic
NC1=[NH+]c2ccccc2[C@H]2CCC[C@@H]12,9.7,basic
NC1=[NH+]c2ccccc2[C@H]2CCC[C@@]12F,7.9,basic
NC1CCCCC1,10.63,basic
NC1CCCCC1N,10.24,basic
NC1CCCCC1O,9.72,basic
NC1CCc2ccccc2C1,9.93,basic
NC1NC=C[NH2+]1,8.46,basic
NC1OC(CO)C(O)C(O)C1O,5.6,basic
NC1OCC(O)C(O)C1O,5.6,basic
NC1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,8.11,basic
NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,7.88,basic
NCC(=O)NCC(=O)NCC(=O)O,7.94,basic
NCC(=O)Nc1ccccc1,8.12,basic
NCC(=O)O,9.8,basic
NCC(F)(F)F,5.7,basic
NCC(F)F,7.3,basic
NCC(N)=O,8.05,basic
NCC(O)CO,9.3,basic
NCC(O)c1ccc(Cl)cc1,9.04,basic
NCC(O)c1ccccc1,8.94,basic
NCCC(=O)O,10.2,basic
NCCC(=O)c1ccccc1,8.3,basic
NCCC(F)(F)F,8.7,basic
NCCCC(=O)O,10.6,basic
NCCCC(F)(F)F,9.7,basic
NCCCCCCN,11.02,basic
NCCCCCS(=O)(=O)c1ccccc1,10.4,basic
NCCCCCSc1ccccc1,10.5,basic
NCCCCN,10.8,basic
NCCCCS(=O)(=O)c1ccccc1,10,basic
NCCCCSc1ccccc1,10.4,basic
NCCCCc1ccccc1,10.5,basic
NCCCF,9.9,basic
NCCCN,10.62,basic
NCCCO,9.96,basic
NCCCS(=O)(=O)c1ccccc1,9.2,basic
NCCCSc1ccccc1,9.9,basic
NCCC[n+]1cc(Br)c2ccccc2c1,9.53,basic
NCCC[n+]1ccc2ccccc2c1,8.97,basic
NCCCc1ccccc1,10.16,basic
NCCF,9,basic
NCCN,9.922,basic
NCCNS(=O)(=O)c1ccccc1,9,basic
NCCO,9.499,basic
NCCSc1ccccc1,9,basic
NCC[n+]1cc(Br)c2ccccc2c1,6.71,basic
NCC[n+]1ccc2ccccc2c1,6.85,basic
NCCc1c[nH]c2ccccc12,10.2,basic
NCCc1c[nH]cn1,9.756,basic
NCCc1ccccc1,9.485,basic
NCCc1ccccn1,10.03,basic
NCCc1cnc[nH]1,9.8,basic
NCCc1nc(I)[nH]c1I,8.2,basic
NCCc1nc[nH]c1I,9.2,basic
NCc1cc(-c2ccccc2)nc2ccccc12,8.372,basic
NCc1ccc([N+](=O)[O-])cc1,8.5,basic
NCc1ccccc1,9.33,basic
NCc1ccccn1,9.09,basic
NCc1cccnc1,5.96,basic
NCc1ccco1,8.89,basic
NCc1ccncc1,4.39,basic
NN,7.96,basic
NNC(=O)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,8.26,basic
NNC(=O)C[NH3+],7.69,basic
NNC(=O)[C@@H]([NH3+])Cc1ccccc1,7.06,basic
NNC(=O)c1ccccc1,3.02,basic
NNC(=O)c1ccccn1,2.86,basic
NNC(=O)c1cccnc1,3.27,basic
NNC=O,2.81,basic
NNCCCc1ccccc1,7.2,basic
NNCCO,7.12,basic
NNCCOc1ccccc1,6.8,basic
NNCCc1ccccc1,7.25,basic
NNc1ccc(Br)cc1,5.05,basic
NNc1ccc([N+](=O)[O-])cc1,3.7,basic
NNc1nncc2ccccc12,5.816667,basic
NOCc1ccc(Cl)cc1,4.22,basic
NOCc1ccccc1,4.34,basic
NS(=O)(=O)c1cc(C(=O)c2ccc(O)cc2)cs1,7.9,basic
NS(=O)(=O)c1cc2cc(CN3CCOCC3)sc2o1,9.2,basic
NS(=O)(=O)c1ccc(CCCCCO)cc1,10.28,basic
NS(=O)(=O)c1ccc(CCCCO)cc1,10.32,basic
NS(=O)(=O)c1ccc(CCCO)cc1,10.23,basic
NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)c(F)c1,9.6,basic
NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)cc1,9.6,basic
NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)s1,8.67,basic
NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)c(F)c1,9.02,basic
NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)c([N+](=O)[O-])c1,8,basic
NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)cc1,8.98,basic
NS(=O)(=O)c1ccc(S(=O)(=O)CCO)c(F)c1,9,basic
NS(=O)(=O)c1ccc(S(=O)(=O)CCO)cc1,9.38,basic
NS(=O)(=O)c1ccc(SCCCCCO)cc1,9.25,basic
NS(=O)(=O)c1ccc(SCCCCO)c(F)c1,9.82,basic
NS(=O)(=O)c1ccc(SCCCCO)cc1,10.17,basic
NS(=O)(=O)c1ccc(SCCCCO)s1,9.5,basic
NS(=O)(=O)c1ccc(SCCCO)c(Cl)c1,9.45,basic
NS(=O)(=O)c1ccc(SCCCO)c(F)c1,9.64,basic
NS(=O)(=O)c1ccc(SCCCO)c([N+](=O)[O-])c1,9.38,basic
NS(=O)(=O)c1ccc(SCCCO)cc1,10.23,basic
NS(=O)(=O)c1ccc(SCCO)c(F)c1,9.76,basic
NS(=O)(=O)c1ccc(SCCO)c([N+](=O)[O-])c1,9.42,basic
NS(=O)(=O)c1ccc(SCCO)cc1,9.27,basic
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,9.42,basic
N[C@@H](Cc1ccc(O)cc1)C(=O)O,9.145,basic
N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)O,7.04,basic
N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)O,7.18,basic
N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]1O,8.14,basic
Nc1[nH+]cc2n1CC(Cc1cccc3c1OCO3)CC2,9.2,basic
Nc1[nH]cnc(=S)c1N,2.21,basic
Nc1c(Cl)cccc1Cl,0.42,basic
Nc1c2c([nH+]c3ccccc13)CCCC2,9.91,basic
Nc1c2c(nc3ccccc13)-c1ccccc1CC2,8.1,basic
Nc1c2c(nc3ccccc13)CCCC2,9.85,basic
Nc1c2c(ncn2Cc2ccccc2)nc[n+]1[O-],2.4,basic
Nc1c2ccccc2[nH+]c2c(N)cccc12,9.3,basic
Nc1c2ccccc2[nH+]c2ccccc12,9.795,basic
Nc1c2ccccc2nc2c(N)cccc12,9.3,basic
Nc1c2ccccc2nc2ccccc12,9.795,basic
Nc1cc(-c2ccccc2)[nH+]c2ccccc12,8.2,basic
Nc1cc(-c2ccccc2)nc2ccc(Br)cc12,7.4,basic
Nc1cc(-c2ccccc2)nc2ccc(Cl)cc12,7.4,basic
Nc1cc(-c2ccccc2)nc2ccccc12,8.2,basic
Nc1cc(-c2n[nH]c(N)n2)ccn1,4.245,basic
Nc1cc(-c2nc(N)n[nH]2)ccn1,4.245,basic
Nc1cc(/C=C/c2c[nH]c3ccccc23)[nH+]c2ccccc12,9.5,basic
Nc1cc(/C=C/c2ccccc2)[nH+]c(/C=C/c2ccccc2)c1,8.6,basic
Nc1cc(/C=C/c2ccccc2)[nH+]c2ccccc12,9.3,basic
Nc1cc(/C=C/c2ccccc2)nc2ccccc12,9.3,basic
Nc1cc(Br)cc(Br)c1,2.49,basic
Nc1cc(CO)[nH+]c(N2CCc3ccccc3C2)c1,8.1,basic
Nc1cc(CO)nc(N2CCc3ccccc3C2)c1,8.1,basic
Nc1cc(Cl)c(Cl)cc1Cl,1.09,basic
Nc1cc(Cl)cc(Cl)c1,2.51,basic
